MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,MassFeature_Column,Volume,Adjusted_Area_VolNormed,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,nmolinEnviroave,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,60408,170413,Smp,KM1513-75m_B,B,170413,60408,170413_Smp_KM1513-75m_B Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,12.7,4756.535433070866,61,0.21794871794871795,1,400,1,1,Glutathione Disulfide,1480891.373896514,843324.9727176229,1305888.0688367917,used relative RF,0.41903843437671984,0.0034768897138514492,C20H32N6O12S2,20,6,0.06953779427702898,0.020861338283108696,57.91319401475138,20.196861581638636,0.0012007245578497473,0.001032899997793427,2.05,3.392087525708731e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,1208716,170413,Smp,KM1513-75m_B,B,170413,1208716,170413_Smp_KM1513-75m_B I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,12.7,95174.48818897638,10,0.8717948717948718,1,400,1,1,Methylthioadenosine,100395888,65555820,85624910.66666667,NA,0.910014845623046,4.885757784606225e-4,C11H15N5O3S,11,5,0.005374333563066847,0.0024428788923031124,57.91319401475138,20.196861581638636,9.279981279737258e-5,1.2095339082404672e-4,2.05,2.621626128325291e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,18622,170413,Smp,KM1513-75m_B,B,170413,18622,170413_Smp_KM1513-75m_B Kynurenine,RP,Kynurenine_X_RP,12.7,1466.2992125984254,68,0.1282051282051282,1,400,1,1,Kynurenine,34068732,22632140,26481184,NA,0.7534280860084843,2.9397025432348058e-5,C10H12N2O3,10,2,2.939702543234806e-4,5.8794050864696115e-5,57.91319401475138,20.196861581638636,5.076049755580772e-6,2.9110488591032847e-6,2.05,1.4340012406023442e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,131664,170413,Smp,KM1513-75m_B,B,170413,131664,170413_Smp_KM1513-75m_B Sulfurol,RP,Sulfurol_X_RP,12.7,10367.24409448819,44,0.4358974358974359,1,400,1,1,Sulfurol,164414928,116305160,133106810.66666669,NA,1.0047080853267951,3.1008670096399625e-5,C6H9NOS,6,1,1.8605202057839774e-4,3.1008670096399625e-5,57.91319401475138,20.196861581638636,3.2126016142540405e-6,1.535321216668149e-6,2.05,9.075708320897451e-8
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-75m_B,B,170413,NA,170413_Smp_KM1513-75m_B Vitamin B5,RP,Vitamin B5_X_RP,12.7,NA,78,0,1,400,1,1,Vitamin B5,37068364,25428540,30543792,NA,0.5472808295696836,NA,C9H17NO5,9,1,NA,NA,57.91319401475138,20.196861581638636,NA,NA,2.05,NA
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,1470458,170413,Smp,KM1513-75m_C,C,170413,1470458,170413_Smp_KM1513-75m_C Agmatine,RP,Agmatine_X_RP,12.7,115784.094488189,15,0.8214285714285714,1,400,1,1,Agmatine,39594888.47169144,14259471.039947825,31593254.34093568,used relative RF,0.5739625810760454,0.0025540591510506824,C5H14N4,5,4,0.012770295755253413,0.01021623660420273,78.67498174455041,25.989934830484003,1.6231711113346366e-4,3.930843486463823e-4,2.05,6.2294125635382504e-6
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1380217,170413,Smp,KM1513-75m_C,C,170413,1199443.0098644795,170413_Smp_KM1513-75m_C Allopurinol,RP,Allopurinol_X_RP,12.7,94444.33148539207,16,0.8095238095238095,1,400,1,1,Allopurinol,6475830.387471045,6466174.695705364,6471002.541588205,used relative RF,0.8382497728907972,0.006964514923669957,C5H4N4O,5,4,0.03482257461834978,0.02785805969467983,78.67498174455041,25.989934830484003,4.426130625796026e-4,0.0010718787821662667,2.05,1.6986621765048674e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,44623,170413,Smp,KM1513-75m_C,C,170413,44623,170413_Smp_KM1513-75m_C Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,12.7,3513.6220472440946,77,0.08333333333333337,1,400,1,1,Glutathione Disulfide,1480891.373896514,843324.9727176229,1305888.0688367917,used relative RF,0.41903843437671984,0.0025683560075022045,C20H32N6O12S2,20,6,0.05136712015004409,0.015410136045013227,78.67498174455041,25.989934830484003,6.529028543893134e-4,5.929270752513945e-4,2.05,2.5057131780509313e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,2128402,170413,Smp,KM1513-75m_C,C,170413,2128402,170413_Smp_KM1513-75m_C I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,12.7,167590.70866141733,8,0.9047619047619048,1,400,1,1,Methylthioadenosine,100395888,65555820,85624910.66666667,NA,0.910014845623046,8.603225770380682e-4,C11H15N5O3S,11,5,0.00946354834741875,0.004301612885190341,78.67498174455041,25.989934830484003,1.202866290855449e-4,1.655107222564064e-4,2.05,4.6163650475213415e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,66828,170413,Smp,KM1513-75m_C,C,170413,66828,170413_Smp_KM1513-75m_C Kynurenine,RP,Kynurenine_X_RP,12.7,5262.047244094489,71,0.15476190476190477,1,400,1,1,Kynurenine,34068732,22632140,26481184,NA,0.7534280860084843,1.0549588742309937e-4,C10H12N2O3,10,2,0.0010549588742309937,2.1099177484619873e-4,78.67498174455041,25.989934830484003,1.340907682262116e-5,8.118211000618715e-6,2.05,5.146140849907287e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,285838,170413,Smp,KM1513-75m_C,C,170413,285838,170413_Smp_KM1513-75m_C Sulfurol,RP,Sulfurol_X_RP,12.7,22506.92913385827,42,0.5,1,400,1,1,Sulfurol,164414928,116305160,133106810.66666669,NA,1.0047080853267951,6.731875260522752e-5,C6H9NOS,6,1,4.0391251563136517e-4,6.731875260522752e-5,78.67498174455041,25.989934830484003,5.1339384728785535e-6,2.5901855100563124e-6,2.05,1.9703049542993424e-7
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-75m_C,C,170413,NA,170413_Smp_KM1513-75m_C Vitamin B5,RP,Vitamin B5_X_RP,12.7,NA,84,0,1,400,1,1,Vitamin B5,37068364,25428540,30543792,NA,0.5472808295696836,NA,C9H17NO5,9,1,NA,NA,78.67498174455041,25.989934830484003,NA,NA,2.05,NA
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,956713,170413,Smp,KM1513-125m_A,A,170413,956713,170413_Smp_KM1513-125m_A Agmatine,RP,Agmatine_X_RP,12.17,78612.40755957272,13,0.796875,1,400,1,1,Agmatine,39594888.47169144,14259471.039947825,31593254.34093568,used relative RF,0.5739625810760454,0.0017340960328029683,C5H14N4,5,4,0.008670480164014841,0.006936384131211873,34.163872521236854,13.548512196497112,2.537909061282535e-4,5.119664824160718e-4,1.26,6.881333463503842e-6
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1120026,170413,Smp,KM1513-125m_A,A,170413,918213.9956583368,170413_Smp_KM1513-125m_A Allopurinol,RP,Allopurinol_X_RP,12.17,75448.97252739005,11,0.828125,1,400,1,1,Allopurinol,6475830.387471045,6466174.695705364,6471002.541588205,used relative RF,0.8382497728907972,0.005563758955971299,C5H4N4O,5,4,0.027818794779856493,0.022255035823885196,34.163872521236854,13.548512196497112,8.142752190216097e-4,0.0016426184293238562,1.26,2.2078408555441662e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,18600,170413,Smp,KM1513-125m_A,A,170413,18600,170413_Smp_KM1513-125m_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,12.17,1528.3483976992604,60,0.0625,1,400,1,1,Glutathione Disulfide,1480891.373896514,843324.9727176229,1305888.0688367917,used relative RF,0.41903843437671984,0.0011171784375232118,C20H32N6O12S2,20,6,0.022343568750464237,0.00670307062513927,34.163872521236854,13.548512196497112,6.54011594750422e-4,4.947458826418084e-4,1.26,1.7732991071797013e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,324661,170413,Smp,KM1513-125m_A,A,170413,324661,170413_Smp_KM1513-125m_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,12.17,26677.156943303205,26,0.59375,1,400,1,1,Methylthioadenosine,100395888,65555820,85624910.66666667,NA,0.910014845623046,1.3694649657386028e-4,C11H15N5O3S,11,5,0.001506411462312463,6.847324828693014e-4,34.163872521236854,13.548512196497112,4.40936975565651e-5,5.0539311840183814e-5,1.26,1.195564652628939e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,57031,170413,Smp,KM1513-125m_A,A,170413,57031,170413_Smp_KM1513-125m_A Kynurenine,RP,Kynurenine_X_RP,12.17,4686.195562859491,48,0.25,1,400,1,1,Kynurenine,34068732,22632140,26481184,NA,0.7534280860084843,9.39509541836366e-5,C10H12N2O3,10,2,9.39509541836366e-4,1.879019083672732e-4,34.163872521236854,13.548512196497112,2.750008920248577e-5,1.3868822321011315e-5,1.26,7.456424935209254e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,188460,170413,Smp,KM1513-125m_A,A,170413,188460,170413_Smp_KM1513-125m_A Sulfurol,RP,Sulfurol_X_RP,12.17,15485.620377978636,35,0.453125,1,400,1,1,Sulfurol,164414928,116305160,133106810.66666669,NA,1.0047080853267951,4.631785353584162e-5,C6H9NOS,6,1,2.779071212150497e-4,4.631785353584162e-5,34.163872521236854,13.548512196497112,8.1345322033472e-6,3.418667146922363e-6,1.26,2.2056120731353152e-7
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-125m_A,A,170413,NA,170413_Smp_KM1513-125m_A Vitamin B5,RP,Vitamin B5_X_RP,12.17,NA,64,0,1,400,1,1,Vitamin B5,37068364,25428540,30543792,NA,0.5472808295696836,NA,C9H17NO5,9,1,NA,NA,34.163872521236854,13.548512196497112,NA,NA,1.26,NA
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,491402,170413,Smp,KM1513-125m_B,B,170413,491402,170413_Smp_KM1513-125m_B Agmatine,RP,Agmatine_X_RP,12.17,40378.14297452752,21,0.6911764705882353,1,400,1,1,Agmatine,39594888.47169144,14259471.039947825,31593254.34093568,used relative RF,0.5739625810760454,8.906937176681451e-4,C5H14N4,5,4,0.0044534685883407255,0.0035627748706725804,34.07835296295781,15.833351517580072,1.306832109281079e-4,2.250171018256472e-4,1.26,3.5344988796354963e-6
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1004907,170413,Smp,KM1513-125m_B,B,170413,1442664.494993831,170413_Smp_KM1513-125m_B Allopurinol,RP,Allopurinol_X_RP,12.17,118542.68652373303,11,0.8382352941176471,1,400,1,1,Allopurinol,6475830.387471045,6466174.695705364,6471002.541588205,used relative RF,0.8382497728907972,0.00874157608404655,C5H4N4O,5,4,0.04370788042023275,0.0349663043361862,34.07835296295781,15.833351517580072,0.0012825702130540746,0.0022083956323057973,1.26,3.4688793984311706e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,14828,170413,Smp,KM1513-125m_B,B,170413,14828,170413_Smp_KM1513-125m_B Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,12.17,1218.4059161873458,62,0.08823529411764708,1,400,1,1,Glutathione Disulfide,1480891.373896514,843324.9727176229,1305888.0688367917,used relative RF,0.41903843437671984,8.906194554620526e-4,C20H32N6O12S2,20,6,0.01781238910924105,0.005343716732772315,34.07835296295781,15.833351517580072,5.226892604992562e-4,3.374975113032187e-4,1.26,1.4136816753365913e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,442057,170413,Smp,KM1513-125m_B,B,170413,442057,170413_Smp_KM1513-125m_B I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,12.17,36323.50041084635,23,0.6617647058823529,1,400,1,1,Methylthioadenosine,100395888,65555820,85624910.66666667,NA,0.910014845623046,1.8646575177169716e-4,C11H15N5O3S,11,5,0.002051123269488669,9.323287588584859e-4,34.07835296295781,15.833351517580072,6.018845076574508e-5,5.888385398526039e-5,1.26,1.627875610705293e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,25161,170413,Smp,KM1513-125m_B,B,170413,25161,170413_Smp_KM1513-125m_B Kynurenine,RP,Kynurenine_X_RP,12.17,2067.4609695973704,60,0.11764705882352944,1,400,1,1,Kynurenine,34068732,22632140,26481184,NA,0.7534280860084843,4.144938644271502e-5,C10H12N2O3,10,2,4.1449386442715024e-4,8.289877288543005e-5,34.07835296295781,15.833351517580072,1.2162966469585346e-5,5.235705958614382e-6,1.26,3.2896338446599226e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,138145,170413,Smp,KM1513-125m_B,B,170413,138145,170413_Smp_KM1513-125m_B Sulfurol,RP,Sulfurol_X_RP,12.17,11351.273623664749,40,0.4117647058823529,1,400,1,1,Sulfurol,164414928,116305160,133106810.66666669,NA,1.0047080853267951,3.395192548396921e-5,C6H9NOS,6,1,2.0371155290381526e-4,3.395192548396921e-5,34.07835296295781,15.833351517580072,5.977740565256892e-6,2.1443296731125905e-6,1.26,1.6167583563794862e-7
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-125m_B,B,170413,NA,170413_Smp_KM1513-125m_B Vitamin B5,RP,Vitamin B5_X_RP,12.17,NA,68,0,1,400,1,1,Vitamin B5,37068364,25428540,30543792,NA,0.5472808295696836,NA,C9H17NO5,9,1,NA,NA,34.07835296295781,15.833351517580072,NA,NA,1.26,NA
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,462921,170413,Smp,KM1513-125m_C,C,170413,462921,170413_Smp_KM1513-125m_C Agmatine,RP,Agmatine_X_RP,12.17,38037.88003286771,23,0.6666666666666667,1,400,1,1,Agmatine,39594888.47169144,14259471.039947825,31593254.34093568,used relative RF,0.5739625810760454,8.390703059341544e-4,C5H14N4,5,4,0.0041953515296707725,0.003356281223736618,45.131201285872635,20.683803201029125,9.295900419526476e-5,1.6226615536400123e-4,1.26,3.32964407116728e-6
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1081693,170413,Smp,KM1513-125m_C,C,170413,1856178.9292412845,170413_Smp_KM1513-125m_C Allopurinol,RP,Allopurinol_X_RP,12.17,152520.86518005625,11,0.8405797101449275,1,400,1,1,Allopurinol,6475830.387471045,6466174.695705364,6471002.541588205,used relative RF,0.8382497728907972,0.011247195305542008,C5H4N4O,5,4,0.05623597652771004,0.04498878122216803,45.131201285872635,20.683803201029125,0.0012460553879675594,0.00217507296820198,1.26,4.463172740294448e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,36765,170413,Smp,KM1513-125m_C,C,170413,36765,170413_Smp_KM1513-125m_C Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,12.17,3020.9531635168446,54,0.21739130434782605,1,400,1,1,Glutathione Disulfide,1480891.373896514,843324.9727176229,1305888.0688367917,used relative RF,0.41903843437671984,0.002208229314814025,C20H32N6O12S2,20,6,0.0441645862962805,0.013249375888884151,45.131201285872635,20.683803201029125,9.785821125507085e-4,6.405676828439813e-4,1.26,3.505125896530198e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,369574,170413,Smp,KM1513-125m_C,C,170413,369574,170413_Smp_KM1513-125m_C I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,12.17,30367.625308134757,25,0.6376811594202898,1,400,1,1,Methylthioadenosine,100395888,65555820,85624910.66666667,NA,0.910014845623046,1.5589142066582635e-4,C11H15N5O3S,11,5,0.0017148056273240898,7.794571033291318e-4,45.131201285872635,20.683803201029125,3.7996011151178315e-5,3.768441885437925e-5,1.26,1.360956847082611e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,33421,170413,Smp,KM1513-125m_C,C,170413,33421,170413_Smp_KM1513-125m_C Kynurenine,RP,Kynurenine_X_RP,12.17,2746.1791290057517,55,0.2028985507246377,1,400,1,1,Kynurenine,34068732,22632140,26481184,NA,0.7534280860084843,5.5056633055203645e-5,C10H12N2O3,10,2,5.505663305520364e-4,1.1011326611040729e-4,45.131201285872635,20.683803201029125,1.2199239436694975e-5,5.323646963771565e-6,1.26,4.369574052000289e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,126521,170413,Smp,KM1513-125m_C,C,170413,126521,170413_Smp_KM1513-125m_C Sulfurol,RP,Sulfurol_X_RP,12.17,10396.138044371404,42,0.3913043478260869,1,400,1,1,Sulfurol,164414928,116305160,133106810.66666669,NA,1.0047080853267951,3.109509257777893e-5,C6H9NOS,6,1,1.8657055546667358e-4,3.109509257777893e-5,45.131201285872635,20.683803201029125,4.133959437172694e-6,1.5033546913766706e-6,1.26,1.480718694179949e-7
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-125m_C,C,170413,NA,170413_Smp_KM1513-125m_C Vitamin B5,RP,Vitamin B5_X_RP,12.17,NA,69,0,1,400,1,1,Vitamin B5,37068364,25428540,30543792,NA,0.5472808295696836,NA,C9H17NO5,9,1,NA,NA,45.131201285872635,20.683803201029125,NA,NA,1.26,NA
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,59028,170425,Smp,S11C1_A,A,170425,59028,170425_Smp_S11C1_A Agmatine,RP,Agmatine_X_RP,10,5902.8,64,0.2195121951219512,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,1.5901972039660174e-4,C5H14N4,5,4,7.950986019830087e-4,6.36078881586407e-4,74.75356962537712,16.100841384323548,1.0636262669028329e-5,3.9505940491142276e-5,5.35,1.486165611183194e-7
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,792395,170425,Smp,S11C1_A,A,170425,1077837.6979712644,170425_Smp_S11C1_A Allopurinol,RP,Allopurinol_X_RP,10,107783.76979712644,13,0.8414634146341463,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.009706870036676314,C5H4N4O,5,4,0.04853435018338157,0.03882748014670526,74.75356962537712,16.100841384323548,6.492579608787708e-4,0.002411518703892662,5.35,9.071841155772256e-6
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,30057,170425,Smp,S11C1_A,A,170425,30057,170425_Smp_S11C1_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,10,3005.7,74,0.09756097560975607,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.002683222453329948,C20H32N6O12S2,20,6,0.053664449066598965,0.016099334719979687,74.75356962537712,16.100841384323548,7.178847690556454e-4,9.999064232540462e-4,5.35,1.0030738143289526e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,364278,170425,Smp,S11C1_A,A,170425,364278,170425_Smp_S11C1_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,10,36427.8,19,0.7682926829268293,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,3.5066239094191075e-4,C11H15N5O3S,11,5,0.0038572863003610183,0.0017533119547095536,74.75356962537712,16.100841384323548,5.160002819519615e-5,1.088956727700362e-4,5.35,7.20988093525424e-7
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,12161,170425,Smp,S11C1_A,A,170425,12161,170425_Smp_S11C1_A Kynurenine,RP,Kynurenine_X_RP,10,1216.1,78,0.04878048780487809,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,4.126445299855079e-5,C10H12N2O3,10,2,4.126445299855079e-4,8.252890599710158e-5,74.75356962537712,16.100841384323548,5.52006455415374e-6,5.12575113481058e-6,5.35,7.712981868887998e-8
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,0,170425,Smp,S11C1_A,A,170425,NA,170425_Smp_S11C1_A Sulfurol,RP,Sulfurol_X_RP,10,NA,82,0,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,NA,C6H9NOS,6,1,NA,NA,74.75356962537712,16.100841384323548,NA,NA,5.35,NA
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,94023,170425,Smp,S11C1_A,A,170425,125871.9787093946,170425_Smp_S11C1_A Vitamin B5,RP,Vitamin B5_X_RP,10,12587.19787093946,56,0.31707317073170727,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,7.113335114493607e-4,C9H17NO5,9,1,0.0064020016030442465,7.113335114493607e-4,74.75356962537712,16.100841384323548,8.564141665913053e-5,4.4179896843275824e-5,5.35,1.1966358136531303e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,47471,170425,Smp,S12C1_A,A,170425,47471,170425_Smp_S12C1_A Agmatine,RP,Agmatine_X_RP,10,4747.1,83,0.0674157303370787,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,1.2788549750875996e-4,C5H14N4,5,4,6.394274875437998e-4,5.115419900350399e-4,119.5394123470167,25.410945384609114,5.34909344951082e-6,2.0130773660427066e-5,4.27,1.4974882612266975e-7
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1741693,170425,Smp,S12C1_A,A,170425,1447477.199811025,170425_Smp_S12C1_A Allopurinol,RP,Allopurinol_X_RP,10,144747.7199811025,19,0.7865168539325843,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.013035796656643164,C5H4N4O,5,4,0.06517898328321582,0.052143186626572656,119.5394123470167,25.410945384609114,5.452509929863518e-4,0.0020519971153121564,4.27,1.5264398895366704e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,124359,170425,Smp,S12C1_A,A,170425,124359,170425_Smp_S12C1_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,10,12435.9,76,0.1460674157303371,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.011101668864945239,C20H32N6O12S2,20,6,0.22203337729890477,0.06661001318967144,119.5394123470167,25.410945384609114,0.0018574073014041045,0.0026213118867279826,4.27,5.199844901613695e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,1484560,170425,Smp,S12C1_A,A,170425,1484560,170425_Smp_S12C1_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,10,148456,25,0.7191011235955056,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,0.001429071640606139,C11H15N5O3S,11,5,0.01571978804666753,0.007145358203030695,119.5394123470167,25.410945384609114,1.3150297243417762e-4,2.81192143577566e-4,4.27,3.681449191257033e-6
