MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I148.0968R8.21_HILICPos_X_HILICPos,4-Hydroxyisoleucine,1,148.0968289,492.3090337,HILIC,1,13729681.410131805,12537285.895672508,17245176.693152834,30213205.949798144,33520912.018303324,32045229.049003623,32581598.30957469,30960373.08048198,21554510.79272504,24889074.359756127,19101580.904719718,25448715.93308443,11541426.89112459,22067398.948371865,19880686.09890764,20580621.436166633,27180584.25196736,24521846.03464573,39347047.40821708,28715581.67031799,15800723.14279257,34148266.82493568,10288973.646373626,21163965.553212713,16271372.037544172,21730029.16234884,21611750.376003236,27221645.103783976,30062783.21514347,19756359.334923834,18932225.79476703,4273429.720473725,5289293.194262967,3988636.6196334893,3254351.6283906526,3526111.0339772603,1443792.030899278,68893632.53258738,56752118.991234444,19176484.54316228,6988333.536866453,17402102.980071336,12856601.723505585,10688169.562160077,13650850.105240857,12390605.224316081,20798111.115914706,36471258.71270642,14720375.613250712,11495666.225420425,17134458.11355222,19967281.042211674,20368322.62812179,21073015.018460665,16108013.931217726,26491954.98764784,23973286.50220251,10250261.415264707,0,0,0,7.358057849182765,7.262851294092402,7.276358355424646,7.144304064259672,7.149963274559767,7.143031998864857,7.2836814832543935,7.402740256317966,7.5197767743452655,7.015998845278674,6.537929017065564,7.221717603871757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.615706746233671,6.548109650690659,0,0,0,0,0,0,0,7.893712836421457,0,0,0,8.10766505233546,8.07624367309193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I148.9235R3.57_HILICNeg_X_HILICNeg,NA,4,148.9234908,214.0767263,HILIC,-1,218106.65571076417,268294.5768282662,258933.11421528348,NA,140169.81308411216,131627.10280373832,315690.8888888889,390361.22222222225,457072.6666666667,105257.16535433072,318478.42519685044,297863.3858267717,307684.8,NA,67945.8,13185.5,18358.4,8372.5,36085.5,18019.2,44361.26315789474,409487.47826086957,214494.26086956522,45527.04347826087,62447,156068.6,330428.45454545453,26249.727272727272,16600.81818181818,26367.714285714286,226821.42857142858,NA,NA,NA,NA,NA,NA,NA,877741.5,NA,NA,131412.19047619047,NA,202082.27272727274,52209.1,8410,52971.93548387097,41956.2,125362.88888888889,172227.33333333334,7873.2,94600.38095238095,67000.3,75773.1,150505.5,43407.3,49716.4,91160.3,0,0,0,0,0,0,0,0,0,0,5.421767318896869,5.321714954899124,0,0,0,0,6.872253288042052,0,0,0,5.430287043701505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.216327467159815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.260783242959606,4.583191432698615,5.080554069077195,0,0,0,0,0,0,0,0
I149.0631R10.15_HILICPos_X_HILICPos,NA,4,149.0631499,608.7510481,HILIC,1,45211.58586688578,5965.735414954807,12300.410846343468,936832.3364485982,624658.1308411215,516955.7943925234,303051.6666666667,239621.55555555556,225973.33333333334,831039.7637795276,312359.6850393701,227892.4409448819,173851.3,14838377.6,13137159.2,1927992.4,2748679.6,1341223.9,830234.3,1140824.6,897751.8947368421,4561454.956521739,1127559.1304347827,2831124,2589988,6943355.2,10934282.181818182,10448725.818181818,8323640,6575542.857142857,5341086.476190476,5310.75,118574.25,31274.5,35696.75,34540.5,0,7817755,1524478.5,112131,27834.25,267869.2380952381,411802.60869565216,302421.9090909091,377581.9,248159.7,12918263.741935484,22928134.4,3500934.222222222,2876664.3333333335,3817883.2,3474447.619047619,1633761.7,1009377.1,3360924.8,6347766.4,11492682.4,6784382.4,5.062705566906195,5.2555948839151,4.93961316473321,8.295469285309492,8.233353091390638,8.293098987161782,0,0,0,0,0,0,5.2689015563855275,5.22534150769663,4.814465664902369,6.9625850707672585,6.748073041330148,7.446281242187042,0,0,0,6.7567476331995655,6.826749314749055,6.498189397127152,6.23721087905702,6.432415013554144,6.235295848911224,8.229930688164501,8.363019733672015,8.716096911652812,8.655197044908013,7.287497241185222,7.251311790340457,7.206256362314846,8.280759439620201,8.25213362642573,8.263576266979534,6.864555699625811,7.270527102368042,7.001071074764124,8.852528808494228,8.95177173232497,8.947864843469475,9.069715394957376,9.159943142366767,9.160932378868326,0,0,0,7.5552202894118,7.499863903516946,7.423711633676496,6.757169475431369,6.7860862448125046,6.8277433503964895,6.914577124699594,6.944636690706834,0,0,0,4.067772720230636,0,0
I150.0775R6.27_HILICPos_X_HILICPos,NA,4,150.0774891,376.277913,HILIC,1,490762.0377978636,481905.0123253903,484959.16187345935,1984136.8224299066,1815394.3925233646,2207446.355140187,1571285.3333333333,1589040.3333333333,1388200.7777777778,588273.0708661418,989862.6771653544,1086093.937007874,227061.3,399064,434865.4,821033.6,489225.2,1008778.6,1914555.6,739419.6,954146.6315789474,1046820.5217391305,800200,1350565.391304348,531786.7,503159.9,558809,556923.9090909091,637332.6363636364,552100.6666666666,446122.1904761905,305255.25,458041.75,495948.75,395006.75,304109,170024.75,6427415,9055738,4732032,448691.25,309028.28571428574,239388.69565217392,249544.45454545456,272859.3,259976.8,3140268.129032258,3318588.8,403371.9259259259,1951265,794730.7,1011354.380952381,1519390,441452.5,20494475.2,4754459.2,693197.7,687081.4,0,0,0,0,0,0,0,0,0,6.841807266276626,6.7833081979019925,0,6.2730486689112555,6.038574835110673,0,0,0,0,0,0,0,0,0,0,0,6.681947768625877,0,0,0,0,0,0,0,0,0,0,0,6.630828896496071,7.0150474000433265,6.824376012398633,0,0,0,0,0,0,0,0,0,5.766357854109914,0,5.377607234894082,6.948671582599713,6.996405300034256,7.113028554942225,6.827464648476338,6.871560633603898,5.793397260779826,5.825767685757219,5.527036825883733,6.437141299443797,6.482575052576756,6.286264494987113
I151.1441R6.61_HILICPos_X_HILICPos,NA,4,151.1441453,396.8044087,HILIC,1,281119784.38783896,277951947.41166806,555395512.9005752,217240786.54205608,242676276.63551402,172001483.36448598,145084373.33333334,154132337.7777778,144173980.44444445,165633562.20472443,152624035.27559057,247427829.92125985,43615462.4,9125601.6,5564931.2,3687406,6363101.6,2361440.2,37313110.4,4886724.8,3468198.3157894737,2313618.6086956523,2145518.782608696,3934968,3226361,1552823.8,3538371.6363636362,12426392.727272727,21002433.454545453,5576351.238095238,11610946.285714285,1349289,1373128.5,2610439,11381971,9676260,225400.25,1645341184,788294400,258636944,7052476.5,245109296.76190478,118785257.73913044,109558818.9090909,104768665.6,54788096,19181580.387096774,21905804.8,1628284.5925925926,770543,16360820.8,115892809.14285715,242276070.4,43476441.6,38938304,113739968,93455020.8,9251700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I152.0567R7.37_HILICPos_X_HILICPos,NA,4,152.0567315,442.0560373,HILIC,1,919165.1423889082,532770.988477788,689946.7640715721,1564173.9888650458,1436673.773096864,1176778.334065926,1350765.6588487152,1064816.1505126513,883728.6997731705,619309.9140015766,485760.78087109304,1017408.6931054578,1452718.323351682,7753107.876200797,3887062.4784755134,3752121.734649005,1163348.5353381461,3677649.4455213323,2695400.5767490664,2768638.2208984396,173852.15572192875,294096.947584291,197363.647352292,322019.9964895978,495225.74332757015,326729.217896202,262420.76192586694,922691.4385153682,498670.9305043863,875725.2154731011,545653.5767423703,314558.23317207093,471722.19514074316,326081.2166653898,850456.6438932546,447211.6252640812,257020.6536434971,4145223.5978568154,4736234.689712358,1837307.0514321052,385748.35857580224,756160.3655668691,682985.8477072845,707710.3331752951,1190659.6000504827,1356198.6302951383,504828.4958922698,846387.1556603428,387505.9836822871,282248.0191151151,1455640.61600363,2095553.6718141404,1884705.465492641,799567.6744681462,1528467.234987911,2207958.674451669,608689.969433726,602085.6905698552,0,0,0,5.982668756620553,0,6.016864167636511,0,0,0,0,0,0,0,0,0,0,7.0916695483437975,0,0,0,0,6.196202139322773,6.193228644942623,6.384019992339651,6.583150307650779,6.735298764950122,6.484382855968228,6.531707184629563,6.499933234167263,0,0,5.8918011653717794,6.227480673345637,6.083038844264876,0,5.742393329686252,0,0,0,0,6.486345121448667,6.636588138315106,6.484943885579438,6.334854133079833,6.239861924034693,0,10.468030064188822,10.46511523635971,10.35984224593933,0,0,0,0,0,0,0,0,5.20791802866052,5.004037804846471,5.181927231605508,0,0,0
I152.0567R8.12_HILICPos_X_HILICPos,Guanine,1,152.0567341,487.3730565,HILIC,1,122291687.76079892,163953722.02870816,169332534.1401174,108379774.55022962,114301244.23485102,157659310.3647075,172314969.33105895,172891382.801486,181520557.4304602,83688824.33281212,183738414.44583085,206667914.32460576,5294250.221957189,19328928.611542754,18389587.214981645,23281054.88594032,23980118.85360854,19723018.6404869,17581759.810426697,18425815.51108349,21571507.31029382,21806198.982953537,18532815.369471706,17724148.41054564,14739682.803705458,15051125.540586766,24103782.48915389,27595601.554438666,19884805.164946094,16169688.929988299,20103291.997846633,22361772.405056544,17661245.89820454,25082266.44856255,17023083.112739116,14668176.784593947,11498637.894347824,114745891.9388079,92629982.65263906,28455101.202885155,16396440.228583524,5725365.205083706,3028517.9441964594,6957580.050777447,6990223.527510527,5932764.023460885,11740034.20071006,8648403.703690717,8215160.192966576,8092102.272945173,6435334.662182131,7506903.75756267,9921009.343257098,14330720.391531428,15109435.03406408,10945956.313243004,9320542.822114613,11443711.742795754,9.429277220226366,9.52848299627997,9.360953567640731,7.906197378052837,7.662081542150069,7.791185590889089,7.23192110635777,7.0148901211832735,7.1405210424656325,9.468167379956558,9.693993583348792,9.834470965006961,8.528697353231086,8.32645492643334,8.62215092472599,0,0,0,7.132359507160922,7.506222756771484,7.400068052640752,7.441677305363536,7.443067820266479,7.595132159702887,8.579561753176963,8.725317074894383,8.426253684151344,6.698044415383464,6.803146038677473,8.03387031569866,7.83186967259924,7.013786334621719,6.8001476917504995,7.043331927234786,7.467867585070902,7.453621144842321,7.405454995995715,6.570711394052164,6.895074809487611,6.643439922571291,7.900986032745895,7.899231346552442,7.919247361021806,8.082556314921405,8.15071280122165,8.042190364023496,10.468030064188822,10.46511523635971,10.35984224593933,6.305037109620042,6.412247414307233,5.922287521996834,6.129085563262551,6.107857699037774,6.338380828180852,0,5.150949366258191,6.384886909311485,6.1748431505751435,5.8462735835387045,6.99234943273838,6.494688595780711,6.625276165963866
I152.0568R1.08_CyanoAq_X_RP,Guanine; Guanine; Guanine; Guanine; Guanine; Guanine;,3,152.0567647,64.83684643,RP,1,109105.53533564723,120411.6425643523,153375.483204792,244901.63476555236,272119.3319282307,268474.0102157526,139295.5425998015,163218.34619339916,170704.19975814305,91731.19172268493,125631.11713887074,159283.61827506818,243318.68821457712,1350706.0525021283,740523.481512723,495327.72798955085,191129.49806489557,411328.7736922929,544582.1176931586,403293.29051083507,27232.80622227328,41369.64100629116,43422.87035307591,46973.52035655218,62765.25785306933,63465.66885434608,46746.153415270666,135177.35054760388,47439.20704332152,144909.7245076207,95857.99618235548,65309.17996066133,127098.05828588156,97928.16858703193,236441.16663326244,169771.68072600217,74775.4804216532,764792.0972594564,730259.9914093447,344651.9902016069,81465.51630824797,149840.94756729825,170775.6715157811,107712.25200881466,186217.44106604243,170174.22670472373,76312.758808389,153596.10267125635,57380.709095174716,49283.24038940749,312966.16888182616,380089.589751029,373684.26585182996,75666.84203787067,199722.87754743447,437429.1434869276,121075.81250384012,105554.72854638484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.670748014857333,6.234348994368405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3176356448578845,0,0,0
I152.0707R9.08_HILICPos_X_HILICPos,(E)-4-Hydroxyphenylacetaldehyde oxime; (R)-Mandelamide Dopamine quinone 2-Descarboxy-cyclo-dopa; 2-Amino-3-methylbenzoate N-Methylanthranilate; Acetaminophen; (E)-4-Hydroxyphenylacetaldehyde oxime; (R)-Mandelamide Dopamine quinone 2-Descarboxy-cyclo-dopa; 2-Amino-3-methylbenzoate N-Methylanthranilate; Acetaminophen;,3,152.0706519,544.8104584,HILIC,1,2611413.5624300614,2364385.321192219,4315268.5961274495,5496187.641795324,6406140.3046863945,5985605.906856456,4135361.335843881,3948891.4576125634,3866278.4935824275,2898857.8892433816,3822297.245989502,5493898.88751936,10444963.620090883,190836985.60302672,152372937.6621357,9903021.488598483,12480077.254767392,9681816.54342549,8285197.143741799,9976008.708975967,4846160.4184941035,14258041.331100756,6443540.720702042,14745626.089010727,8790739.205315424,11161603.221687522,65940152.901498914,89677624.35520044,116214791.78044885,16070044.799316725,17869804.279089008,1724565.7971381305,2698624.5439111763,1942070.0225477892,2371033.1356619853,1277664.2024631475,481710.8951331461,38997803.200727105,17473493.642360084,9703434.212998036,2490964.1624666965,13691527.160556605,13411076.477377243,11495615.98953066,20485528.45227086,13386227.356775066,190161721.4876847,331403800.79039955,59435508.05984775,48937803.510228656,70183727.93016084,87068932.6608328,78642225.0209218,89696037.36723351,122475666.18649113,152409431.49598458,217244515.17167133,110696760.19637644,7.9061740708042825,7.919721823524934,7.821888978733424,0,0,0,0,0,0,0,0,0,9.32831802155003,9.024738769380093,9.206501281269503,6.784006846393098,6.747567956770926,6.634825294228652,0,0,0,7.24701138450842,7.203089910016207,7.264486813594594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.319481559279942,0,0,0,0,0,0,0,0,0,5.3996380327355205,0,0,0,0,0,0,0,0,0,0
I152.1282R1.07_CyanoAq_X_RP,NA,4,152.1282209,63.9090288,RP,1,1952.74566533248,209.076015041403,60.898304521938066,244.8834678884776,2063.8081061965863,633.3601531580797,980.504243132959,851.227955725562,545.7020357496046,4653.160402118644,1278.3582956009418,5310.8079471885985,2869.848449414816,3336.0547588015324,1433.1850908705076,290.016705481093,820.5858652620707,532.3943825287313,347.4775552881314,1759.2836826719972,282.80597029620054,1385.018366423239,689.2795920614747,168.8678913992471,162.7529575526404,578.4353778258603,693.1843050511676,251.60613817184188,178.72974413112678,655.3968884950152,833.1991289580864,51902.633399608734,70356.28871735385,49903.05342945951,42475.41511679941,47599.746907231405,89250.35428602266,52621.05022203401,33401.339103933846,77479.5650386181,69087.69133033438,1252.3176251235332,864.8379622571515,1387.5536888706818,977.6491547592861,134.74346081067353,398.6386818421165,176.13608101426826,540.4948560426698,117.21233818902321,1214.506497108402,768.9518993240885,504.76691346749266,171.3027763732569,1688.669303445034,298.018844605087,313.28494145454715,645.4170694063935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I154.0532R5.23_HILICPos_X_HILICPos,NA,4,154.0532475,313.6787607,HILIC,1,4729556.285949055,4510449.958915366,6583962.530813476,7601266.542056075,8303357.757009346,7318290.093457945,4926278.666666667,5880231.111111111,4881975.111111111,3754348.661417323,4901249.448818898,8372470.551181103,1519741.4,4564420,5700467.2,2610128.6,2608457.8,2340890.4,2106451.8,2407207,1161682.9473684211,1901795.3043478262,1497125.391304348,2363014.2608695654,2096113.6,2185703.4,5578496,5246980.363636363,5473230.545454546,2368721.3333333335,2495537.523809524,3443059,3023740.75,1646356.25,1928263.75,1521119.25,456697.75,5143183,6950869,5749046.5,3419730.75,1029247.1428571428,4965008,1315888.0909090908,1553957.7,1263477.9,4335555.612903226,5727700.266666667,1554108.4444444445,1801636.3333333333,2626277.2,5498907.047619048,1912189.6,2807853.2,2829875.6,8924007.2,5200891.2,3002560.8,0,0,0,0,0,0,0,0,0,0,0,0,6.265858481168441,6.000203287154272,4.527908008026447,0,0,0,7.171651058613166,7.1676409433388475,7.16253565955755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I154.0723R8.97_HILICPos_X_HILICPos,NA,4,154.0723038,538.1946704,HILIC,1,112835.74363188168,183274.11668036153,257976.91043549712,1181301.9626168224,1294775.9813084113,990973.5514018693,408337.3333333333,487384.22222222225,374914.55555555556,187409.92125984252,262119.13385826774,699338.8188976379,496484.6,2666284.4,1460024.6,1451676.1,1083659.6,1008543.4,577874.1,992732.5,NA,395950.8695652174,270162.4347826087,1443420.608695652,1261545.8,445894.9,1465279.2727272727,3718368.3636363638,3289358.5454545454,1156532.2857142857,657506.9523809524,NA,NA,NA,NA,NA,NA,272967,304399.25,NA,NA,315735.8095238095,521843.82608695654,409638.8181818182,1007297.7,994935.7,1972104.5161290322,2985530.6666666665,731393.4814814815,1083688.6666666667,2191917.2,1366245.142857143,815365.8,1367047.1,709337.6,1449128.4,1521166,1167760.2,5.958514213689747,6.06106335020547,0,5.680618666212801,5.643228357256136,5.793860375314187,0,0,0,0,0,0,0,4.9590969003774275,5.298815716994085,0,0,0,0,0,0,0,0,0,0,6.103519534256862,0,6.130773768207546,6.007865063470904,8.44059130820811,8.122613531922264,7.113215142631325,7.185442369133262,7.098344305466843,6.307743534059344,7.9326521486711075,5.641569545322623,0,0,0,8.436998723018224,8.4521182857921,8.463079013574815,8.012298970672624,8.63539884925878,8.014873726849274,9.095641284622905,9.148060307441607,9.277110253065493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I155.0815R8.72_HILICPos_X_HILICPos,NA,4,155.0814682,523.2312039,HILIC,1,74055756.77896467,59564894.658997536,78649468.5291701,25361848.224299066,27990869.532710284,21540237.757009346,35592049.777777776,40361692.44444445,36252444.44444445,48655763.1496063,48724545.511811025,62255077.79527559,81929689.6,200641228.8,193566464,115914585.6,117970880,66448160,70405100.8,72811974.4,43276948.21052632,103282398.60869566,83156162.7826087,126229069.91304348,93257881.6,103288896,155248826.1818182,151363188.36363637,169457698.9090909,113270113.52380952,116644571.42857143,60664508,84421072,61099748,109479800,70463488,23179390,552633920,563379200,210881552,110973888,108546194.28571428,89348474.43478261,82573655.27272727,132131852.8,105391065.6,176191339.3548387,256300202.66666666,109102373.92592593,119239829.33333333,110124275.2,128314197.33333333,127941913.6,145190220.8,140944947.2,206743872,216592256,138402035.2,6.428676066992998,6.473366194919398,6.365146208367542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I157.0973R7.33_HILICPos_X_HILICPos,NA,4,157.0972657,439.6191021,HILIC,1,9731166.474938374,9644659.326211996,11774586.688578472,5178336.822429907,5864111.028037383,5463405.607476636,7208084.444444444,7286149.333333333,6427239.111111111,6571155.275590551,8967717.795275591,11291113.070866141,6833944.8,9391491.2,10113574.4,5568460.8,5851693.6,3439170.8,3252112,3676038.8,3768178.947368421,6647440.695652174,3722052.8695652173,5700856,4346202.4,4985323.6,9853094.545454545,8599509.090909092,9979920,8007603.047619048,8844478.476190476,1806150.25,3325739.25,2966437,3364538.25,1918188,551209,19228728,21140096,5369945,3435838,12381884.19047619,7044259.478260869,5952937.454545454,10500654.4,7672001.6,13770261.677419355,21388947.2,13485181.629629629,15013426.666666666,11588708.8,13668888.38095238,12127601.6,13076108,14410372.8,21085900.8,13887270.4,9225725.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.008512980412491,7.791293705206838,7.844758158834225,7.735384925020522,0,0,0,0,0,0,6.369196848883585,6.496923570482297,6.792369230186119,6.550074197689829,0,0,0,0,0,0,6.231374334814436,6.609568748740515,6.276555643154941,0,0,0,0,0,0,0,0,0,0,0,0,0,5.698361306112981,5.884156502790935,5.0130837491951326,5.263588688549184,0,0,0,0,0,0
